pl_name,hostname,st_met,pl_bmassj,pl_bmasse,log_mass,is_giant,planet_type,met_group,pl_orbper,st_teff,st_mass,discoverymethod
TOI-4463 A b,TOI-4463 A,0.25,0.794,252.35575516,-0.10017949757290372,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.8807198,5640.0,1.056,Transit
TOI-4465 b,TOI-4465,-0.06,5.89,1872.00931723,0.7701152947871016,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),101.94054,5545.0,0.93,Transit
TOI-4487 A b,TOI-4487 A,0.216,1.25,397.28550875,0.09691001300805642,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.9540709,6206.0,1.378,Transit
TOI-4492 b,TOI-4492,0.219,5.92,1881.54416944,0.7723217067229198,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.4331824,5711.0,1.067,Transit
TOI-4495 b,TOI-4495,0.18,0.02422691,7.7,-1.6157019740393668,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),2.56699,6210.0,1.247,Transit
TOI-4495 c,TOI-4495,0.18,0.07299536,23.2,-1.1367047452280525,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),5.18553,6210.0,1.247,Transit
TOI-4507 b,TOI-4507,-0.06,0.06292704,20.0,-1.2011626963774198,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),104.61611,6260.0,1.11,Transit
TOI-451 b,TOI-451,0.02,0.01478785,4.7,-1.8300949633263233,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.8587033,5490.0,0.93,Transit
TOI-451 c,TOI-451,0.02,0.0116415,3.7,-1.933991057508113,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.192463,5490.0,0.93,Transit
TOI-451 d,TOI-451,0.02,0.03209279,10.2,-1.4935925256924685,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),16.364962,5490.0,0.93,Transit
TOI-4515 b,TOI-4515,0.05,2.005,637.0,0.3021143769562011,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),15.266446,5433.0,0.949,Transit
TOI-4529 b,TOI-4529,-0.24,0.01541712,4.9,-1.8119967472270642,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),5.879577,3697.0,0.482,Transit
TOI-4551 b,TOI-4551,0.23,1.49,473.56432643,0.17318626841227402,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),9.95581,4896.0,1.31,Transit
TOI-4552 b,TOI-4552,-0.07,0.00575782,1.83,-2.2397419160867393,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),0.30110032,3258.0,0.2619,Transit
TOI-4562 c,TOI-4562,0.08,5.77,1833.86990839,0.7611758131557314,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3990.0,6096.0,1.192,Transit Timing Variations
TOI-4582 b,TOI-4582,0.17,0.53,168.44905571,-0.27572413039921095,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),31.034,5190.0,1.34,Transit
TOI-4600 b,TOI-4600,0.16,3.02,959.84178914,0.48000694295715063,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),82.6869,5170.0,0.89,Transit
TOI-4600 c,TOI-4600,0.16,9.27,2946.26933289,0.9670797341444971,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),482.8191,5170.0,0.89,Transit
TOI-4602.01,TOI-4602,-0.26,0.0174,5.53,-1.7594507517174003,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),3.9812999,5966.0,0.9,Transit
TOI-4603 b,TOI-4603,0.342,12.89,4096.80816623,1.110252917353403,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),7.24599,6264.0,1.765,Transit
TOI-4641 b,TOI-4641,-0.09,3.87,1229.99593509,0.5877109650189114,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),22.09341,6560.0,1.41,Transit
TOI-4666 b,TOI-4666,0.79,0.489,155.41809102,-0.3106911408763798,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.9089165,3793.0,0.576,Transit
TOI-469.01,TOI-469,0.24,0.0286318,9.1,-1.543151348258725,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),13.6308205,5289.0,0.901,Transit
TOI-4734 b,TOI-4734,0.288,0.194,61.65871096,-0.712198270069774,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),6.235633,6070.0,1.391,Transit
TOI-4773 b,TOI-4773,0.11,5.31,1687.66884117,0.725094521081469,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.7452851,6740.0,1.452,Transit
TOI-4791 b,TOI-4791,0.207,2.31,734.18362017,0.36361197989214433,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.28088,6058.0,1.242,Transit
TOI-4794 b,TOI-4794,-0.102,0.97,308.29355479,-0.01322826573375516,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.5658116,6390.0,1.25,Transit
TOI-480 b,TOI-480,0.164,0.06544412,20.8,-1.1841293676964177,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),6.866196,6174.0,1.2793,Transit
TOI-481 b,TOI-481,0.26,1.53,486.2799,0.1846914308175988,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),10.33111,5735.0,1.14,Transit
TOI-4860 b,TOI-4860,0.27,0.273,86.7,-0.563837352959244,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.5227591,3260.0,0.34,Transit
TOI-4914 b,TOI-4914,-0.13,0.71422187,227.0,-0.146166855522543,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),10.60057,5805.0,1.03,Transit
TOI-4940 b,TOI-4940,0.326,0.28002532,89.0,-0.5528026978037798,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),25.867811,5504.0,1.012,Transit
TOI-4961 b,TOI-4961,0.206,1.8,572.0911326,0.25527250510330607,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),7.479182,5380.0,0.912,Transit
TOI-4994 b,TOI-4994,0.165,0.28,88.99195396,-0.5528419686577808,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),21.491984,5640.0,1.005,Transit
TOI-500 b,TOI-500,0.12,0.00446782,1.42,-2.3499043321055426,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),0.548177,4440.0,0.74,Transit
TOI-500 c,TOI-500,0.12,0.01582615,5.03,-1.8006247223527554,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.6356,4440.0,0.74,Radial Velocity
TOI-500 d,TOI-500,0.12,0.10420717,33.12,-0.9821023982696349,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),26.233,4440.0,0.74,Radial Velocity
TOI-500 e,TOI-500,0.12,0.0473526,15.05,-1.3246561700999326,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),61.3,4440.0,0.74,Radial Velocity
TOI-5005 b,TOI-5005,0.15,0.103,32.7,-0.9871627752948278,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.3085044,5749.0,0.97,Transit
TOI-5007 b,TOI-5007,0.43,0.664,211.03806225,-0.1778319206319825,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.543371,3793.0,0.632,Transit
TOI-5027 b,TOI-5027,-0.15,2.02,642.01338214,0.3053513694466238,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),10.24368,5909.0,1.02,Transit
TOI-5076 b,TOI-5076,0.082,0.0508,16.14568308,-1.2941362877160807,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),23.443162,4780.0,0.789,Transit
TOI-5108 b,TOI-5108,0.2,0.10068326,32.0,-0.997042730975385,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),6.753581,5808.0,1.1,Transit
TOI-5110 b,TOI-5110,0.065,2.9,921.7023803,0.4623979978989561,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),30.158577,6160.0,1.469,Transit
TOI-512 b,TOI-512,-0.11,0.01123248,3.57,-1.9495243460175875,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.18886,5277.0,0.74,Transit
TOI-5153 b,TOI-5153,0.12,3.26,1036.12060682,0.5132176000679389,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),20.33003,6300.0,1.24,Transit
TOI-5181 A b,TOI-5181 A,0.208,1.04,330.54154328,0.01703333929878037,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.8922295,6060.0,1.25,Transit
TOI-519 b,TOI-519,0.27,0.463,147.15455244,-0.33441900898204685,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.2652328,3322.0,0.335,Transit
TOI-5205 b,TOI-5205,0.0,1.08,343.0,0.03342375548694973,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.630757,3430.0,0.392,Transit
TOI-521 b,TOI-521,-0.12,0.01667566,5.3,-1.777916968284836,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.54285047,3544.0,0.42,Transit
TOI-5210 b,TOI-5210,0.324,0.258,81.99972901,-0.5883802940367698,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.5661061,5723.0,1.105,Transit
TOI-5218 b,TOI-5218,0.41,2.06715317,657.0,0.315372657769635,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.291452,4230.0,0.739,Transit
TOI-5232 b,TOI-5232,-0.104,2.34,743.71847238,0.3692158574101428,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.0966692,6500.0,1.389,Transit
TOI-5261 b,TOI-5261,0.254,11.49,3651.84839643,1.0603200286882852,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.1509768,5790.0,1.037,Transit
TOI-5292 A b,TOI-5292 A,0.33,1.299,412.85910069,0.11360915107302785,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.02191,3919.0,0.596,Transit
TOI-5293 A b,TOI-5293 A,-0.03,0.54,170.4,-0.26760624017703144,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.930289,3586.0,0.54,Transit
TOI-530 b,TOI-530,0.376,0.4,127.1313628,-0.3979400086720376,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),6.387597,3659.0,0.53,Transit
TOI-5300 b,TOI-5300,-0.17,0.6,190.6970442,-0.2218487496163564,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),2.262196,4610.0,0.67,Transit
TOI-5301 b,TOI-5301,0.03,3.72,1182.32167404,0.5705429398818975,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.858858,6240.0,1.483,Transit
TOI-532 b,TOI-532,0.338,0.19350064,61.5,-0.7133175942212518,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.3266508,3927.0,0.639,Transit
TOI-5322 b,TOI-5322,-0.048,0.579,184.02264765,-0.23732143627256383,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.4233207,5692.0,0.998,Transit
TOI-5340 b,TOI-5340,0.208,0.85,270.15414595,-0.07058107428570728,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.9394392,5990.0,1.35,Transit
TOI-5344 b,TOI-5344,0.425,0.412,130.94530368,-0.3851027839668654,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.792622,3747.0,0.612,Transit
TOI-5349 b,TOI-5349,0.5,0.4,127.4,-0.3979400086720376,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.317921,3751.0,0.61,Transit
TOI-5350 b,TOI-5350,0.044,6.59,2094.48920213,0.8188854145940099,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.581367,6220.0,1.167,Transit
TOI-5386 A b,TOI-5386 A,0.182,0.488,155.10026262,-0.3115801779972894,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.62156552,6094.0,1.165,Transit
TOI-5388.01,TOI-5388,-0.36,0.00692197,2.2,-2.159770287281517,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),2.5946748,3440.0,0.292,Transit
TOI-5398 b,TOI-5398,0.09,0.18469085,58.7,-0.7335546199519792,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),10.590547,6000.0,1.146,Transit
TOI-5398 c,TOI-5398,0.09,0.03712695,11.8,-1.4303107268464659,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.77271,6000.0,1.146,Transit
TOI-5422 b,TOI-5422,-0.012,28.0,8899.195396,1.4471580313422192,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.377219,5820.0,1.066,Transit
TOI-544 b,TOI-544,-0.17,0.00909296,2.89,-2.0412947193732327,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),1.548352,4169.0,0.631,Transit
TOI-544 c,TOI-544,-0.17,0.06764657,21.5,-1.1697542192856918,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),50.089,4169.0,0.631,Radial Velocity
TOI-5542 b,TOI-5542,-0.21,1.32,419.53349724,0.12057393120584989,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),75.12375,5700.0,0.89,Transit
TOI-5573 b,TOI-5573,0.42,0.35,112.0,-0.4559319556497244,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),8.79758977,3790.0,0.619,Transit
TOI-558 b,TOI-558,-0.004,3.61,1147.36054927,0.557507201905658,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),14.574071,6466.0,1.349,Transit
TOI-559 b,TOI-559,-0.069,6.01,1910.14872607,0.7788744720027395,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.9839095,5925.0,1.026,Transit
TOI-5592 b,TOI-5592,-0.013,0.899,285.72773789,-0.046240308266771224,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.6085846,6237.0,1.194,Transit
TOI-5616 b,TOI-5616,0.14,1.96332356,624.0,0.2929918781750958,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.002849,3996.0,0.666,Transit
TOI-5624 b,TOI-5624,-0.023,0.02957571,9.4,-1.529064820820709,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.3903473,5327.0,0.858,Transit
TOI-5624 c,TOI-5624,-0.023,0.01510249,4.8,-1.8209514431632208,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.885385,5327.0,0.858,Transit
TOI-5624 d,TOI-5624,-0.023,0.01541712,4.9,-1.8119967472270642,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.731468,5327.0,0.858,Transit
TOI-5624 e,TOI-5624,-0.023,0.02800253,8.9,-1.5528027288220103,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),21.489936,5327.0,0.858,Transit
TOI-5624 f,TOI-5624,-0.023,0.04090257,13.0,-1.3882494034412385,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),45.37,5327.0,0.858,Transit Timing Variations
TOI-5628 A b,TOI-5628 A,-0.1,0.09,28.60455663,-1.0457574905606752,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.3416612,3310.0,0.36,Transit
TOI-5634 A b,TOI-5634 A,-0.27,1.85005489,588.0,0.26718461384651243,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),2.2035373,3896.0,0.556,Transit
TOI-564 b,TOI-564,0.143,1.463,464.98529,0.16524432612531087,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.651144,5640.0,0.998,Transit
TOI-5678 b,TOI-5678,0.0,0.06292704,20.0,-1.2011626963774198,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),47.73022,5485.0,0.905,Transit
TOI-5688 A b,TOI-5688 A,0.47,0.39,124.0,-0.4089353929735008,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.94815527,3713.0,0.6,Transit
TOI-5720 b,TOI-5720,0.03,0.01352931,4.3,-1.8687243520227652,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.4344555,3325.0,0.383,Transit
TOI-5734 b,TOI-5734,-0.13,0.0286318,9.1,-1.543151348258725,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.1841876,4750.0,0.724,Transit
TOI-5786 b,TOI-5786,0.08,0.22968369,73.0,-0.6388698432659685,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),12.779107,6235.0,1.23,Transit
TOI-5788 b,TOI-5788,-0.32,0.01170443,3.72,-1.931649731380626,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),6.340758,5615.0,0.87,Transit
TOI-5788 c,TOI-5788,-0.32,0.02013665,6.4,-1.6960127784461319,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),16.213362,5615.0,0.87,Transit
TOI-5789 b,TOI-5789,-0.12,0.00667027,2.12,-2.1758565863028125,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.76369,5185.0,0.821,Radial Velocity
TOI-5789 c,TOI-5789,-0.12,0.01573176,5.0,-1.803222687705382,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),12.927748,5185.0,0.821,Transit
TOI-5789 d,TOI-5789,-0.12,0.01349785,4.29,-1.8697354024306836,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),29.65,5185.0,0.821,Radial Velocity
TOI-5789 e,TOI-5789,-0.12,0.03652915,11.61,-1.4373604333069576,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),62.98,5185.0,0.821,Radial Velocity
TOI-5795 b,TOI-5795,-0.27,0.07444269,23.66,-1.1281779419484634,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),6.1406325,5715.0,0.901,Transit
TOI-5800 b,TOI-5800,-0.04,0.02989034,9.5,-1.5244691448709222,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.6278838,4850.0,0.778,Transit
TOI-5806 b,TOI-5806,-0.019,2.27,721.47048389,0.35602585719312274,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.1856381,6730.0,1.333,Transit
TOI-5811 B b,TOI-5811 B,-0.06,0.81,257.44100967,-0.09151498112135022,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.25663,4840.0,1.08,Transit
TOI-5817 b,TOI-5817,-0.24,0.03240742,10.3,-1.4893555423822795,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),15.61031,5770.0,0.97,Transit
TOI-5882 b,TOI-5882,0.18,22.01,6995.40323807,1.342620042553348,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),7.148972,5920.0,1.334,Transit
TOI-5916 b,TOI-5916,0.04,0.688,219.0,-0.16241156176448873,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.36712341,3541.0,0.518,Transit
TOI-6008 b,TOI-6008,0.3,0.01258541,4.0,-1.9001326316978855,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),0.8574347,3075.0,0.23,Transit
TOI-6016 b,TOI-6016,0.28,1.17,371.85923619,0.06818586174616162,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.023687,6110.0,1.31,Transit
TOI-6019 b,TOI-6019,0.04,0.46880643,149.0,-0.3290064403040273,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),14.547952,5561.0,1.13,Transit
TOI-6029 b,TOI-6029,0.37,1.635,519.64944544,0.21351775699630487,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),5.7987,6223.0,1.548,Transit
TOI-603 b,TOI-603,0.183,0.10382961,33.0,-0.983678777260081,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),16.179846,6027.0,1.24,Transit
TOI-6034 b,TOI-6034,-0.09,0.798,254.0,-0.09799710864927055,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.576184,3635.0,0.514,Transit
TOI-6038 A b,TOI-6038 A,0.124,0.24698862,78.5,-0.6073230563964471,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.8267311,6110.0,1.291,Transit
TOI-6041 b,TOI-6041,0.104,0.09092957,28.9,-1.0412948626581104,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),26.04945,5445.0,0.885,Transit
TOI-6041 c,TOI-6041,0.104,0.24510081,77.9,-0.6106552535053719,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),88.0,5445.0,0.885,Radial Velocity
TOI-6054.01,TOI-6054,-0.07,0.0393294,12.5,-1.4052826790333446,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),7.501428,6047.0,1.107,Transit
TOI-6054.02,TOI-6054,-0.07,0.02926107,9.3,-1.5337097969188693,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),12.563636,6047.0,1.107,Transit
TOI-6130 b,TOI-6130,0.28,1.05,333.71982735,0.021189299069938092,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.392679,6110.0,1.31,Transit
TOI-615 b,TOI-615,-0.1,0.435,138.25535705,-0.3615107430453627,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.6615983,6850.0,1.449,Transit
TOI-6158 b,TOI-6158,0.11,0.425,135.0,-0.37161106994968846,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.0446899,3467.0,0.503,Transit
TOI-622 b,TOI-622,0.09,0.303,96.30200732,-0.518557371497695,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.402513,6400.0,1.313,Transit
TOI-6255 b,TOI-6255,-0.14,0.00453075,1.44,-2.3438299008788337,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),0.23818244,3421.0,0.353,Transit
TOI-628 b,TOI-628,0.258,6.33,2011.8639,0.8014037100173551,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.4095675,6250.0,1.311,Transit
TOI-6303 b,TOI-6303,0.44,7.84,2493.0,0.8943160626844384,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),9.485236,3977.0,0.644,Transit
TOI-6324 b,TOI-6324,-0.32,0.00368123,1.17,-2.434007047369871,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),0.279221,3247.0,0.269,Transit
TOI-6330 b,TOI-6330,0.08,10.0,3179.0,1.0,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.8500246,3539.0,0.531,Transit
TOI-640 b,TOI-640,0.072,0.57,181.16219199,-0.24412514432750865,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.003777,6460.0,1.536,Transit
TOI-6420 b,TOI-6420,0.24,8.2,2606.1929374,0.9138138523837167,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),6.961508,6020.0,1.165,Transit
TOI-654.01,TOI-654,0.12,0.02740472,8.71,-1.5621746308505349,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.527561,3521.0,0.419,Transit
TOI-6564 b,TOI-6564,0.19,0.699,222.16205649,-0.15552282425431863,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.985413,5943.0,1.18,Transit
TOI-6628 b,TOI-6628,0.36,0.74,235.19302118,-0.13076828026902382,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),18.18424,5463.0,0.97,Transit
TOI-663 b,TOI-663,0.07,0.01400127,4.45,-1.8538325693948607,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.598902,3681.0,0.514,Transit
TOI-663 c,TOI-663,0.07,0.01148418,3.65,-1.9399000091053376,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.6955507,3681.0,0.514,Transit
TOI-663 d,TOI-663,0.07,0.01636103,5.2,-1.7861893590243803,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.1027268,3681.0,0.514,Transit
TOI-6651 b,TOI-6651,0.225,0.19192746,61.0,-0.7168628841842972,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),5.056973,5940.0,1.323,Transit
TOI-669 b,TOI-669,0.001,0.03146352,10.0,-1.502192692041401,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),3.945152,5597.0,0.9245,Transit
TOI-6692 b,TOI-6692,-0.008,0.62,197.05361234,-0.20760831050174613,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),131.125,5890.0,1.047,Transit
TOI-6695 b,TOI-6695,0.2,0.21,66.74396547,-0.6777807052660807,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),80.389,6400.0,1.338,Transit
TOI-6695 c,TOI-6695,0.2,1.45,460.85119015,0.16136800223497488,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),242.4,6400.0,1.338,Radial Velocity
TOI-672 b,TOI-672,-0.14,0.16014931,50.9,-0.7954749281449491,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.633581,3810.0,0.54,Transit
TOI-674 b,TOI-674,0.17,0.0742539,23.6,-1.1292807311824848,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),1.977143,3514.0,0.42,Transit
TOI-677 b,TOI-677,0.0,1.234,392.20025424,0.09131515969722287,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),11.2365985,6295.0,1.181,Transit
TOI-6884 b,TOI-6884,0.094,26.32,8365.24367224,1.420285884941918,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.808264,6330.0,1.41,Transit
