pl_name,hostname,st_met,pl_bmassj,pl_bmasse,log_mass,is_giant,planet_type,met_group,pl_orbper,st_teff,st_mass,discoverymethod
Kepler-109 b,Kepler-109,-0.02,0.01541712,4.9,-1.8119967472270642,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.4816307,5950.0,1.094,Transit
Kepler-109 c,Kepler-109,-0.02,0.02580009,8.2,-1.5883787790586614,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),21.22265,5950.0,1.094,Transit
Kepler-111 c,Kepler-111,0.237,0.7,222.4798849,-0.1549019599857432,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),224.77833,5914.0,1.118,Transit
Kepler-113 b,Kepler-113,0.05,0.037,11.7,-1.431798275933005,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.754,4725.0,0.75,Transit
Kepler-113 c,Kepler-113,0.05,0.02737312,8.7,-1.5626756986966015,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),8.92507,4725.0,0.75,Transit
Kepler-117 b,Kepler-117,-0.04,0.094,29.875,-1.0268721464003014,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),18.7959228,6150.0,1.129,Transit
Kepler-117 c,Kepler-117,-0.04,1.84,584.78,0.2648178230095365,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),50.790391,6150.0,1.129,Transit
Kepler-12 b,Kepler-12,0.07,0.432,137.30256,-0.3645162531850879,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.4379629,5947.0,1.166,Transit
Kepler-129 b,Kepler-129,0.29,0.06292704,20.0,-1.2011626963774198,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),15.79,5770.0,1.178,Transit
Kepler-129 c,Kepler-129,0.29,0.13529313,43.0,-0.8687242557219708,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),82.2,5770.0,1.178,Transit
Kepler-129 d,Kepler-129,0.29,8.3,2637.9757781,0.919078092376074,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2646.0,5770.0,1.178,Radial Velocity
Kepler-131 b,Kepler-131,0.12,0.051,16.13,-1.2924298239020637,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),16.092,5685.0,1.02,Transit
Kepler-131 c,Kepler-131,0.12,0.026,8.25,-1.585026652029182,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),25.5169,5685.0,1.02,Transit
Kepler-138 b,Kepler-138,-0.18,0.00022024,0.07,-3.6571038016147264,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),10.3134,3841.0,0.535,Transit
Kepler-138 c,Kepler-138,-0.18,0.00723661,2.3,-2.140464832018397,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),13.7815,3841.0,0.535,Transit
Kepler-138 d,Kepler-138,-0.18,0.00660734,2.1,-2.179973344724202,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),23.0923,3841.0,0.535,Transit
Kepler-138 e,Kepler-138,-0.18,0.00135293,0.43,-2.8687246730255676,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),38.23,3841.0,0.535,Transit Timing Variations
Kepler-139 f,Kepler-139,0.35,0.11326867,36.0,-0.9458901989425091,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),355.0,5630.0,1.078,Transit Timing Variations
Kepler-14 b,Kepler-14,0.12,8.4,2669.66,0.9242792860618817,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.790123,6395.0,1.512,Transit
Kepler-15 b,Kepler-15,0.36,0.66,209.76,-0.1804560644581313,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.942782,5515.0,1.018,Transit
Kepler-1513 b,Kepler-1513,0.17,0.152,48.30991786,-0.8181564120552275,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),160.8842,5491.0,0.943,Transit
Kepler-1513 c,Kepler-1513,0.17,0.266,84.54235626,-0.575118363368933,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),841.4,5491.0,0.943,Transit Timing Variations
Kepler-1514 b,Kepler-1514,0.119,5.28,1678.1424,0.7226339225338123,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),217.83184,6145.0,1.196,Transit
Kepler-16 b,Kepler-16,-0.3,0.333,105.833,-0.4775557664936801,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),228.776,4450.0,0.6897,Transit
Kepler-1647 b,Kepler-1647,-0.14,1.51968033,483.0,0.18175224220938604,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1107.5923,6210.0,1.2207,Transit
Kepler-1654 b,Kepler-1654,-0.088,0.5,158.915,-0.3010299956639812,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1047.8356,5597.0,1.011,Transit
Kepler-1655 b,Kepler-1655,-0.24,0.0169903,5.4,-1.7697989526674873,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),11.8728787,6148.0,1.03,Transit
Kepler-1661 b,Kepler-1661,-0.12,0.05348771,17.0,-1.2717459954056567,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),175.06,5100.0,0.841,Transit
Kepler-167 e,Kepler-167,0.02,1.01,321.00669107,0.004321373782642578,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1071.23205,4884.0,0.777,Transit
Kepler-17 b,Kepler-17,0.26,2.45,778.65,0.3891660843645325,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.4857108,5781.0,1.04,Transit
Kepler-1704 b,Kepler-1704,0.196,4.16,1322.16617312,0.6190933306267428,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),988.88112,5746.0,1.132,Transit
Kepler-1705 b,Kepler-1705,-0.2,0.01406419,4.47,-1.8518852751347668,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),9.03502,6312.0,1.139,Transit
Kepler-1705 c,Kepler-1705,-0.2,0.01705323,5.42,-1.7681933504943066,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),11.28,6312.0,1.139,Transit
Kepler-1708 b,Kepler-1708,0.0,4.6,1462.0106722,0.6627578316815741,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),737.1131,6157.0,1.088,Transit
Kepler-177 b,Kepler-177,-0.11,0.0183746,5.84,-1.735782106376208,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),36.8601,5732.0,0.921,Transit
Kepler-177 c,Kepler-177,-0.11,0.04625114,14.7,-1.334877558284781,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),49.40926,5732.0,0.921,Transit
Kepler-18 b,Kepler-18,0.19,0.022,6.9,-1.6575773191777938,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),3.504725,5345.0,0.972,Transit
Kepler-18 c,Kepler-18,0.19,0.054,17.3,-1.2676062401770316,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),7.64159,5345.0,0.972,Transit
Kepler-18 d,Kepler-18,0.19,0.052,16.4,-1.2839966563652008,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),14.85888,5345.0,0.972,Transit
Kepler-1876 b,Kepler-1876,0.01,0.00755124,2.4,-2.1219817263921175,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.99205,6104.0,1.187,Transit
Kepler-19 b,Kepler-19,-0.13,0.01919275,6.1,-1.7168627936720928,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.28699,5541.0,0.936,Transit
Kepler-19 c,Kepler-19,-0.08,0.041217,13.1,-1.384923621747977,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),28.731,5544.0,0.936,Transit Timing Variations
Kepler-19 d,Kepler-19,-0.08,0.07079256,22.5,-1.1500123824335302,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),62.95,5544.0,0.936,Radial Velocity
Kepler-1972 b,Kepler-1972,0.23,0.00635563,2.02,-2.196841393660309,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),7.54425,5818.0,1.12,Transit
Kepler-1972 c,Kepler-1972,0.23,0.0066388,2.11,-2.1779104146795927,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),11.3295,5818.0,1.12,Transit
Kepler-20 b,Kepler-20,0.07,0.03051961,9.7,-1.5154210203872138,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.6961049,5495.0,0.929,Transit
Kepler-20 c,Kepler-20,0.07,0.03492451,11.1,-1.4568696784360848,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),10.8540774,5495.0,0.929,Transit
Kepler-20 d,Kepler-20,0.07,0.04216111,13.4,-1.3750879637222406,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),77.611455,5495.0,0.929,Transit
Kepler-20 e,Kepler-20,0.07,0.00239123,0.76,-2.621378649343513,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.0984882,5495.0,0.929,Transit
Kepler-20 f,Kepler-20,0.07,0.00440489,1.4,-2.356064932425485,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),19.578328,5495.0,0.929,Transit
Kepler-20 g,Kepler-20,0.07,0.06280087,19.96,-1.2020343398044901,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),34.94,5495.0,0.948,Radial Velocity
Kepler-21 b,Kepler-21,-0.03,0.02359764,7.5,-1.627131428649701,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.7858212,6305.0,1.408,Transit
Kepler-22 b,Kepler-22,-0.255,0.0286318,9.1,-1.543151348258725,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),289.863876,5596.0,0.857,Transit
Kepler-247 d,Kepler-247,0.21,0.15731759,50.0,-0.8032227153116065,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),20.4737,5094.0,0.884,Transit
Kepler-26 b,Kepler-26,-0.13,0.01610924,5.12,-1.7929249481960507,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),12.28,3914.0,0.544,Transit
Kepler-26 c,Kepler-26,-0.13,0.01950728,6.2,-1.709803282288874,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),17.2559,3914.0,0.544,Transit
Kepler-27 b,Kepler-27,0.41,9.11,2895.31,0.9595183769729982,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),15.3348,5400.0,0.65,Transit
Kepler-27 c,Kepler-27,0.41,13.8,4385.87,1.1398790864012365,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),31.3309,5400.0,0.65,Transit
Kepler-278 b,Kepler-278,0.22,0.1761957,56.0,-0.7540046946132981,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),30.1556,4965.0,1.227,Transit
Kepler-278 c,Kepler-278,0.22,0.10980768,34.9,-0.9593672840664439,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),51.111,4965.0,1.227,Transit
Kepler-289 b,Kepler-289,0.05,0.0116415,3.7,-1.933991057508113,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),34.5383,5990.0,1.08,Transit
Kepler-289 c,Kepler-289,0.05,0.49,157.18,-0.3098039199714863,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),125.8723,5990.0,1.08,Transit
Kepler-289 d,Kepler-289,0.05,0.01677006,5.33,-1.7754653835702827,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),66.0282,5990.0,1.08,Transit
Kepler-29 b,Kepler-29,-0.44,0.01573168,5.0,-1.803224896208874,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),10.33974,5378.0,0.761,Transit
Kepler-29 c,Kepler-29,-0.44,0.01415851,4.5,-1.8489824481170287,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),13.28613,5378.0,0.761,Transit
Kepler-30 b,Kepler-30,0.18,0.036,11.3,-1.4436974992327127,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),29.33434,5498.0,0.99,Transit
Kepler-30 c,Kepler-30,0.18,2.01,640.0,0.30319605742048883,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),60.323105,5498.0,0.99,Transit
Kepler-30 d,Kepler-30,0.18,0.073,23.1,-1.136677139879544,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),143.34394,5498.0,0.99,Transit
Kepler-307 b,Kepler-307,0.19,0.02340874,7.44,-1.630621962030588,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),10.4208,5367.0,0.907,Transit
Kepler-307 c,Kepler-307,0.19,0.01145266,3.64,-1.9410936321751737,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),13.0729,5367.0,0.907,Transit
Kepler-31 c,Kepler-31,-0.076,4.7,1493.7,0.6720978579357175,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),42.6318,6340.0,1.21,Transit
Kepler-31 d,Kepler-31,-0.076,6.8,2161.244,0.8325089127062363,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),87.6451,6340.0,1.21,Transit
Kepler-32 b,Kepler-32,0.0,4.1,1303.0,0.6127838567197355,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.90124,3900.0,0.58,Transit
Kepler-32 c,Kepler-32,0.0,0.5,158.9,-0.3010299956639812,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),8.7522,3900.0,0.58,Transit
Kepler-323 b,Kepler-323,-0.14,0.01227077,3.9,-1.9111281841141767,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.678328,6004.0,1.015,Transit
Kepler-323 c,Kepler-323,-0.14,0.02139519,6.8,-1.6696838524104682,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.5538229,6004.0,1.015,Transit
Kepler-34 b,Kepler-34,-0.07,0.22,69.92,-0.6575773191777937,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),288.822,5913.0,1.0479,Transit
Kepler-35 b,Kepler-35,-0.34,0.127,40.363,-0.8961962790440431,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),131.458,5606.0,0.8877,Transit
Kepler-36 b,Kepler-36,-0.18,0.01205047,3.83,-1.9189960141326095,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),13.86825,5979.0,1.034,Transit
Kepler-36 c,Kepler-36,-0.18,0.02243338,7.13,-1.6491052870608531,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),16.21865,5979.0,1.034,Transit
Kepler-37 b,Kepler-37,-0.36,0.00248562,0.79,-2.6045652652830573,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),13.36702,5357.0,0.79,Transit
Kepler-37 c,Kepler-37,-0.36,0.00409026,1.3,-2.3882490849079607,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),21.301848,5357.0,0.79,Transit
Kepler-37 d,Kepler-37,-0.36,0.0062927,2.0,-2.201162972439742,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),39.7922622,5357.0,0.79,Transit
Kepler-38 b,Kepler-38,-0.11,0.384,122.0,-0.4156687756324692,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),105.599,5623.0,0.941,Transit
Kepler-39 b,Kepler-39,0.1,20.1,6388.1,1.3031960574204888,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),21.08721,6350.0,1.29,Transit
Kepler-391 b,Kepler-391,0.04,3.46098705,1100.0,0.5391999742943986,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.4175,5038.0,1.27,Transit
Kepler-391 c,Kepler-391,0.04,1.41585834,450.0,0.15101980332979334,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),20.501,5038.0,1.27,Transit
Kepler-4 b,Kepler-4,0.17,0.077,24.472,-1.1135092748275182,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),3.21346,5857.0,1.223,Transit
Kepler-40 b,Kepler-40,0.1,2.2,699.2,0.3424226808222063,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.87349,6510.0,1.48,Transit
Kepler-406 b,Kepler-406,0.18,0.02,6.35,-1.6989700043360187,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),2.42629,5538.0,1.07,Transit
Kepler-406 c,Kepler-406,0.18,0.009,2.71,-2.0457574905606752,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),4.62332,5538.0,1.07,Transit
Kepler-407 b,Kepler-407,0.35,0.00607246,1.93,-2.216635337261653,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),0.6693124,5487.0,0.99,Transit
Kepler-407 c,Kepler-407,0.33,12.6,4000.0,1.100370545117563,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3000.0,5476.0,1.0,Radial Velocity
Kepler-408 b,Kepler-408,-0.2,0.01573168,5.0,-1.803224896208874,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),2.46502,6104.0,1.08,Transit
Kepler-409 b,Kepler-409,0.05,0.01887811,6.0,-1.7240414876681323,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),68.9583216,5421.0,0.913,Transit
Kepler-41 b,Kepler-41,0.38,0.56,177.98,-0.25181197299379954,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.8555582,5750.0,1.15,Transit
Kepler-412 b,Kepler-412,0.27,0.941,299.07803,-0.026410376572743116,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.7208604,5750.0,1.167,Transit
Kepler-413 b,Kepler-413,-0.2,0.211,67.0,-0.6757175447023074,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),66.262,4700.0,0.82,Transit
Kepler-418 b,Kepler-418,-0.05,1.1,349.6112477,0.04139268515822508,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),86.67856,5820.0,0.98,Transit
Kepler-419 b,Kepler-419,0.176,2.5,794.5,0.3979400086720376,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),69.7546,6430.0,1.39,Transit
Kepler-419 c,Kepler-419,0.176,7.3,2320.1,0.8633228601204559,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),675.47,6430.0,1.39,Transit Timing Variations
Kepler-422 b,Kepler-422,0.23,0.43,136.66,-0.36653154442041347,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),7.8914483,5972.0,1.15,Transit
Kepler-423 b,Kepler-423,-0.1,0.595,189.101,-0.22548303427145044,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.6843285,5560.0,0.85,Transit
Kepler-424 b,Kepler-424,0.44,1.03,327.35,0.012837224705172217,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.3118644,5460.0,1.01,Transit
Kepler-424 c,Kepler-424,0.44,6.97,2215.18,0.8432327780980095,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),223.3,5460.0,1.01,Radial Velocity
Kepler-425 b,Kepler-425,0.24,0.25,79.45,-0.6020599913279624,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.79701816,5170.0,0.93,Transit
Kepler-426 b,Kepler-426,-0.21,0.34,108.06,-0.46852108295774486,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),3.21751883,5725.0,0.91,Transit
Kepler-427 b,Kepler-427,-0.19,0.29,92.17,-0.5376020021010439,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),10.290994,5800.0,0.96,Transit
Kepler-428 b,Kepler-428,0.09,1.27,403.63,0.10380372095595687,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.52563254,5150.0,0.87,Transit
Kepler-43 b,Kepler-43,0.33,3.23,1026.5909,0.5092025223311029,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.0240949,6041.0,1.32,Transit
Kepler-432 b,Kepler-432,-0.07,5.41,1719.4603,0.7331972651065695,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),52.501129,4995.0,1.32,Transit
Kepler-432 c,Kepler-432,-0.07,2.43,772.3269,0.38560627359831223,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),406.2,4995.0,1.32,Radial Velocity
Kepler-433 b,Kepler-433,-0.01,2.82,896.24,0.45024910831936105,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.33408384,6360.0,1.46,Transit
Kepler-434 b,Kepler-434,0.25,2.86,908.96,0.456366033129043,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),12.8747099,5977.0,1.198,Transit
Kepler-435 b,Kepler-435,-0.18,0.84,266.97,-0.07572071393811836,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),8.6001536,6161.0,1.538,Transit
Kepler-44 b,Kepler-44,0.15,1.0,317.82,0.0,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.2467293,5800.0,1.12,Transit
Kepler-447 b,Kepler-447,0.07,1.37,435.41,0.1367205671564068,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.79430132,5493.0,1.0,Transit
Kepler-45 b,Kepler-45,0.28,0.505,160.497,-0.2967086218813386,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.455239,3820.0,0.59,Transit
Kepler-453 b,Kepler-453,0.09,0.05034138,16.0,-1.2980748833810145,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),240.503,5527.0,0.944,Transit
Kepler-454 b,Kepler-454,0.32,0.0169903,5.4,-1.7697989526674873,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),10.5737534,5687.0,1.03,Transit
Kepler-454 c,Kepler-454,0.32,4.51,1433.40611557,0.6541765418779605,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),524.19,5687.0,1.03,Radial Velocity
Kepler-454 d,Kepler-454,0.32,2.31,734.18362017,0.36361197989214433,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4073.0,5687.0,1.03,Radial Velocity
Kepler-46 b,Kepler-46,0.41,6.0,1907.0,0.7781512503836436,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),33.60134,5155.0,0.902,Transit
Kepler-46 c,Kepler-46,0.41,0.376,119.499,-0.42481215507233894,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),57.011,5155.0,0.902,Transit Timing Variations
Kepler-462 b,Kepler-462,0.05,0.16958752,53.9,-0.7706061107736378,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),84.6866,7500.0,1.59,Transit
Kepler-462 c,Kepler-462,0.05,0.01887802,6.0,-1.7240435581400462,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),207.62,7500.0,1.59,Transit
Kepler-48 b,Kepler-48,0.17,0.01239656,3.94,-1.906698813247813,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),4.778,5194.0,0.88,Transit
Kepler-48 c,Kepler-48,0.17,0.04596797,14.61,-1.3375446747849224,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),9.67395,5194.0,0.88,Transit
Kepler-48 d,Kepler-48,0.17,0.025,7.93,-1.6020599913279623,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),42.8961,5194.0,0.88,Transit
Kepler-48 e,Kepler-48,0.17,2.067,657.0,0.3153404766272883,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),982.0,5194.0,0.88,Radial Velocity
Kepler-5 b,Kepler-5,0.04,2.111,670.93913,0.3244882333076564,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.5484657,6297.0,1.374,Transit
Kepler-51 e,Kepler-51,0.047,0.0169903,5.4,-1.7697989526674873,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),264.284,5674.0,0.96,Transit Timing Variations
Kepler-538 b,Kepler-538,-0.09,0.04058794,12.9,-1.3916029903022213,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),81.73778,5534.0,0.892,Transit
Kepler-539 b,Kepler-539,-0.01,0.97,308.2951,-0.01322826573375516,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),125.63243,5820.0,1.048,Transit
Kepler-539 c,Kepler-539,-0.01,2.4,762.792,0.38021124171160603,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1000.0,5820.0,1.048,Transit Timing Variations
Kepler-553 b,Kepler-553,0.152,0.365,116.00736855,-0.4377071355435253,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.030467,5191.0,0.889,Transit
Kepler-553 c,Kepler-553,0.152,6.7,2129.4503269,0.8260748027008264,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),328.24017,5191.0,0.889,Transit
Kepler-56 b,Kepler-56,0.2,0.07,22.1,-1.154901959985743,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),10.5016,4840.0,1.32,Transit
Kepler-56 c,Kepler-56,0.2,0.57,181.0,-0.24412514432750865,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),21.40239,4840.0,1.32,Transit
Kepler-56 d,Kepler-56,0.3631,5.61,1784.0,0.7489628612561614,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1002.0,4819.44,,Radial Velocity
Kepler-6 b,Kepler-6,0.34,0.668,212.31044,-0.1752235375244543,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.2346996,5647.0,1.209,Transit
Kepler-60 b,Kepler-60,-0.09,0.01318315,4.19,-1.8799808064213888,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.1334,5905.0,1.041,Transit
